Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
7/25/1967,10:30,"Wamena, Indonesia",-4.2703,138.7461,Vehu Akat,,Vientiane - Luang Prabang,Douglas DC-3,XW-PDL,,16,16,0,Struck a mountain in the Phou Pha Bon range while in a holding pattern. Encountered strong turbulence and downdrafts.
7/25/1967,,"El Alto de Rubio, Venezuela",-16.5167,-68.1667,Taiwan Aviation,,Vientiane - Luang Prabang,Douglas DC-3,B-112,,18,18,0,Crashed en route.
7/26/1967,18:15,"Madiun, Indonesia",-7.5946,111.5449,Hudgin Air Service,,,Piper PA-32,N3308W,,7,7,0,The pilot was unable to climb over the Grand Canyon rim due to downdrafts and crashed.
8/31/1967,,"Isiro, DemocratiRepubliCongo",2.7574,27.6262,Military - French Air Force,,,Breguet 1150,39,,11,11,0,Struck a mountain.
9/4/1967,,"Port Hope Simpson, Newfoundland, Canada",52.5333,-56.3000,Military - U.S. Air Force,,,Fairchild C-123K,54-0621,20070,11,11,0,
9/5/1967,5:10,"Peggy's Cove, Nova Scotia, Canada",44.4977,-63.9151,Ceskoslovenske Aerolinie,523,Gander - Havana,Ilyushin IL-18,OK-WAI,187009705,69,37,0,"Unable to maintain altitude after taking off, the aircraft crashed 4,000 feet past the runway and burned. Cause unknown."
9/8/1967,9:23,"Mannar, Sri Lanka",8.9667,79.8833,Lester C. Bush - Air Taxi,,,Beech C-45H,N9507Z,,8,3,0,The aircraft was unable to maintain flying speed after taking off. Plane overloaded by 220 lbs.
10/8/1967,9:40,"Port Vila, Vanuatu",-17.7365,168.3147,Military - U.S. Air Force,,,Lockheed C130B,61-2649,3692,23,23,0,"The aircraft struck a mountain at 1,700 ft., exploded and disintegrated 10 minutes after taking off from Da Nang."
10/12/1967,7:25,"Genova, Italy",44.4111,8.9328,British European Airways,284,Athens - Nicosia,de Havilland Comet 4B,G-ARCO,6449,66,66,0,While flying at FL 290 the aircraft was destroyed by a detonation of a bomb within the cabin.
10/24/1967,,"Marsa el-Brega, Libya",35.8824,14.4910,China Airlines (Taiwan),,Phan Rang - Pleiku,Douglas DC-3,B-1541,,16,16,0,Crashed en route.
11/4/1967,,"Cagayancillo, Philippines",9.6041,121.2239,Iberia Airlines,,Malaga - London,Sud Aviation Caravelle 10R,EC-BDD,202/204,37,37,0,"The aircraft descended too low and flew into the southern slope of Black Down Hill.  Descended through its assigned altitude for reasons unknown. Actress June Thorburn, 36,  killed."
11/5/1967,10:35,"Point Mugu, California",34.0856,-119.0600,Cathay PacifiAirways,33,Hong Kong - Saigon,Convair CV-880-22M-3,VR-HFX,22-00-37,127,1,0,"Shortly before reaching V1, the nose gear tire blew causing severe vibration. The crew aborted the takeoff and overran the runway into the sea. Loss of directional control developing from separation of the right nose wheel tread.  Inability to stop within the normally adequate runway distance available due to use of differential braking, impaired performance and an increase in tail wind component and aircraft weight over those used in calculating the aircraft's acceleration /stoping performance."
11/6/1967,18:41,"Whyalla, Australia",-33.0332,137.5833,Trans World Airlines,159,Cincinnati - Los Angeles,Boeing B-707-131,N742TW,17669/43,36,1,0,"While on the takeoff roll a loud bang was heard as the aircraft passed a Delta plane and the takeoff was aborted. The aircraft overran the runway and crashed and burned. The inability of the TWA crew to abort successfully their takeoff at the speed attained prior to the attempted abort. The abort was understandably initiated because of the first officer's belief that his plane had collided with a Delta aircraft stopped just off the runway. A contributing factor was the action of the Delta crew in advising the tower that their plane was clear of the runway without carefully ascertaining the facts, and when in fact their aircraft was not a safe distance under the circumstances of another aircraft taking off on that runway."
11/20/1967,20:57,"Manama, Bahrain",26.2327,50.5781,Trans World Airlines,128,Los Angeles - Cincinnati,Convair CV-880-22-1,N821TW,22-00-27,82,70,0,The aircraft struck a tree short of the runway during an approach in snow. Procedural errors by the crew during the approach in adverse weather. The visual approach conducted at night and in deteriorating weather conditions without adequate altimeter cross-reference. The approach was conducted using visual reference to partially lighted irregular terrain which may have been conducive to producing an illusionary sense of adequate terrain clearance.
11/23/1967,12:00,"Chinhae, South Korea",35.1546,128.6662,Livingston Helicopter - Air Taxi,,,Hiller FH1100,N784LC,,5,5,0,Cause undetermined.
11/25/1967,4:05,"Valencia, Spain",39.4702,-0.3768,Priority Air - Air Taxi,,,Beech C-45H,N9450Z,,3,3,0,Lost an engine on approach and was unable to maintain altitude. Aircraft overloaded by 827 lbs.
11/30/1967,14:30,"Dumaguete, Philippines",9.2988,123.3025,Military - U.S. Air Force,,,de Havilland Canada C-7A Caribou,62-4175,,26,26,0,The aircraft crashed and burned on a slope of a mountain in light rain and low visibility as it diverted to Nha.Trang from it scheduled landing at Qui Nhon.
12/8/1967,,"Dalian, China",38.9208,121.6392,Faucett,,Huanuco - Tingo Maria,Douglas DC-C-54A,OB-R-148,10284,72,72,0,"The plane flew into 10,500 ft. Carpish Mountain,30 miles from Tingo Maria."
12/13/1967,17:36,"Cromer, Norfork, England",52.9310,1.3020,Kauai Helicopter - Air Taxi,,,Bell 47J-2A,N8501F,,3,2,0,Fatigue fracture of tail rotor while attempting to land. Lack of bonding material between shell and grip. Substandard quality control.
12/21/1967,,"Manteo, North Carolina",35.9088,-75.6760,Military - Royal Air Force,,,Avro Shackleton MR-3,XF702,,13,13,0,Struck a mountain. Icing
12/21/1967,16:00,"Treasure Cay, Bahamas",26.6761,-77.2933,Frontier Airlines,,"Denver, CO - Scottsbluff, NE",Douglas C-47A,N65276,19202,2,2,0,The cargo plane crashed on takeoff. The failure of the crew to perform a pre-takeoff control check resulting in takeoff with the elevators immobilized by a control batten.
12/25/1967,13:49,"Hyannis, Massachusetts",41.6528,-70.2833,Thai Airways,2,Bangkok - Chiang Mai,Douglas DC-3,HS-TDH,9189,31,4,0,"During poor weather and after a flyby, the pilot requested a Runway 18 approach. The pilot decided to make a visual approach along the middle of 3 diverging roads, which was aligned with the runway. Because of the fog, the pilot began his approach along the third road which extended to the Royal Thai Air Force fuel storage instead of Runway 18. When the aircraft got close to the ground, the pilot realized that he was approaching the wrong road. He tried to initiate a go-around but the aircraft became unstable as he raised the nose slipped to the left and stalled the plane. The No.1 engine hit the ground first, 200 meters from the airport."
12/30/1967,8:28,"Waikanae, New Zealand",-40.8833,175.0667,Aeroflot,,Riga - Liepaja,Antonov AN-24,CCCP-46215,67302909,51,44,0,The aircraft crashed during a go-around after a failed landing attempt.
12/31/1967,12:00,"Sharm el Sheikh, Egypt",27.9122,34.3297,Executive Air - Air Taxi,,,Beechcraft 95-55B,N6139V,,6,6,0,Undetermined. Pilot may have suffered a heart attack.
1/8/1968,10:40,"Erie, off Pelee Island, Ontario, Canada",42.9225,-79.0219,Imperial Comm - Air Taxi,,,Beechcraft E18S,N82B,,4,3,0,Engine failure on takeoff. Pilot used improper emergency procedures. Used minimum takeoff run and takeoff speed. Executed steep climb and turn at 50 ft.
1/8/1968,17:00,"Libreville, Gabon",0.3901,9.4544,Military - U.S. Marine Corps,,,Sikorsky CH-53A (helicopter),153710,,42,42,0,Crashed into a mountain south of Dong Ha airfield.
1/16/1968,,"Campbeltown, United Kingdom",55.4230,-5.6080,Mililtary - U.S. Navy,,,Lockheed P-3A,152144,185-5114,12,12,0,"Crashed into Kamegamori Mountain, near border between Ehime and Kouchi."
1/17/1968,,"Mwanza, Tanzania",-2.5179,32.8991,Military - U.S. Air Force,,,Boeing KC-135A,58-0026,17771/241,13,13,0,"Rotated too early, stalled and crashed during a snowstorm."
1/27/1968,,"Palermo, Italy",38.1167,13.3667,Air Comores,,,de Havilland DH-114 Heron 1B,F-OECD,14040,16,15,0,"Touched down on the right side of the runway, bounced, crashed into landing lights and into the sea.  Inadequate supervision of the flight by the pilot-in-command."
2/6/1968,,"Talinn, Estonia",59.4427,24.7532,Military - U.S. Navy,,,Lockheed P-3B Orion,153440,185-5237,12,12,0,Crashed and sank in about 100 feet of water while on patrol.
2/7/1968,,"Miami Beach, Florida",25.8130,-80.1341,Canadian PacifiAir Lines,322,Honolulu - Vancouver,Boeing B-707-138B,N791SA,17698/44,61,1,1,"Visual reference was lost in fog after the flare and prior to touchdown. The aircraft overran the runway and collided with a parked aircraft, some vehicles and two buildings. Failure to evaluate existing terminal weather information and to discontinue the attempt to land."
2/7/1968,15:00,"Sochi, Russia",43.5849,39.7187,Military - Indian Air Force,,"Chandigarh, Punjab - Leh, Kashmir",Antonov AN-12BP,BL534,24003,98,98,0,Vanished without a trace over the Himalayas while en route.
2/21/1968,19:35,"Parepare, Indonesia",-3.8771,119.6208,Havasu City Air - Air Taxi,,,Cessna 210,N1838F,,3,3,0,Undetermined probable cause.
2/24/1968,,"Moorea, French Polynesia",-17.5333,-149.8333,Royal Air Lao,,Vientiane - Sayaboury,Douglas DC-3,XW-TAD,26696,37,37,0,Crashed into the Mekong River.
2/29/1968,,"Whittier, Alaska",60.7742,-148.6778,Aeroflot,,Krasnoyarsk - Petropavlovsk,Ilyushin IL-18D,CCCP-74252,187010601,82,82,0,"Cruising at flight level 260, some type of emergency developed. An abrupt descent was begun and accelerated until aerodynamiforces broke apart the plane. Cause unknown."
3/6/1968,20:32,"Lihu, Hawaii",21.9747,-159.3656,Air France,212,Caracas - Pointe a Pitre,Boeing B-707-328C,F-BLCJ,19724,63,63,0,"After reporting the field in sight, the aircraft struck the ridge of a dormant volcano. The crew initiated a descent from an incorrectly identified point while flying VFR."
3/6/1968,8:00,"Macae , Rio de Janeiro , Brazil",-22.3708,-41.7869,Military - U.S. Air Force,,Hue - Khe Sanh,Fairchild C-123K,54-0590,20039,49,49,0,The aircraft attempted a go-around after a small plane landed in front of it but was shot down by enemy ground fire. The plane was hit in the right turbine and crashed in flames.
3/23/1968,13:00,"Perpignan, France",42.6986,2.8956,Fortaire Aviation - Air Taxi,,,Brantly 305,N2224U,,5,3,0,Crashed while attempting to land. Sank into the Mississippi River. Improper compensation for wind conditions.
3/24/1968,10:59,"Sabine Pass, Texas",29.7350,-93.8975,Aer Lingus,712,Cork - London,Vickers Viscount 803,EI-AOM,178,61,61,0,"The aircraft was believed to have gone into a spin or spiral dive with recovery at about 12,000 ft. The dive apparently caused structural damage which resulted in the aircraft plunging into St George's Channel, 10 miles east of Carnsore Point. Possible causal factors may have been metal fatigue, corrosion, flutter (vibration) or a bird strike."
3/27/1968,10:31,"St. Johns, Newfoundland",47.5675,-52.7072,Military - Russian Air Force,,,MiG-15 UTI,,,2,2,0,"Soviet cosmonaut Yuri Gagarin, 34, the first man in space, was killed along with his instructor, when the military fighter they were training in crashed approximately 30 miles east of Moscow."
4/1/1968,,"Crimond, Scotland",57.6008,-1.9122,Military - U.S. Navy,,,Lockheed P-3B Orion,153445,185-5241,12,12,0,Shot down by enemy fire.
4/8/1968,,"Coyhaique, Chile",-45.5667,-72.0667,Ladeco,,,Douglas DC-3,CC-CBM,6330,36,36,0,Crashed while on approach 5 minutes from its destination. Failure of the right wing.
4/10/1968,,"Cheo Reo, South Vietnam",13.3939,108.4408,Aerovias Rojas,,Aguascalientes - Mexico City,Douglas DC-3,XA-GEV,7339,18,18,0,While operating on its inaugural flight the aircraft crashed into a mountain en route after getting lost.
4/19/1968,,"Windhoek, South Africa (Namibia)",-22.5700,17.0836,Military - Royal Air Force,,,Avro Shackleton MR-2,WB833,,11,11,0,Crashed during anti-submarine exercises.
4/19/1968,10:45,"Chaklala, West Pakistan",33.6000,73.1056,Military - U.S. Army / Military - U.S. Army,,,Bell UH-1H / Bell UH-1H (helicopter),6616441/6717255,,26,26,0,"A mid-air collision occurred between the two helicopters at about 1,000 ft. altitude."
4/20/1968,18:50,"Dawson, Texas",31.8956,-96.7153,South African Airways,228/129,Windhoek - Luanda,Boeing B-707-344C,ZS-EUW,19705,128,123,0,"The aircraft took off from J. G. Strijdom Airport, climbed to an altitude of 600 ft. and then descended, crashing, about one minute after taking off 3 miles from the runway. Procedural errors during takeoff . Takeoff conditions in total darkness with no external visual reference. Stabilizer trim improperly set, spatial disorientation and preoccupation with after takeoff duties."
4/22/1968,,"Bombay, India",18.9750,72.8258,Aeroflot,,Training,Ilyushin IL-18V,CCCP-75526,183006804,5,5,0,Struck power lines while landing.
4/30/1968,,"Dharan, Saudi Arabia",26.2667,50.1500,Military - Pakistan Air Force,,,Lockheed Martin L-100-10,64145,,22,22,0,"Crashed while en route after encountering turbulence, possibly leading to a break-up of the aircraft."
5/3/1968,15:48,"Lagos, Nigeria",6.4511,3.3884,Braniff Airlines,352,Houston - Dallas-Fort Worth,Lockheed L188A Electra,N9707C,1099,85,85,0,"On a flight from Houston to Dallas the airliner flew into thunderstorms. While attempting to turn around by making a right hand turn, winds lifted the port wing, forcing the starboard wing down past 90 degrees.  A stall resulted from this unusual attitude, pitching the nose down. During the recovery maneuver, the starboard wing was over-stressed, separating from the aircraft followed by the the tail and engines. The aircraft crashed into a field. Pilot's decision to penetrate a line of thunderstorms and severe weather. Visual perception of the pilot may have been reduced by a near lightning strike."
5/12/1968,16:00,"Dnepropetrovsk, Ukraine, USSR",48.4733,35.0019,Military - U.S. Air Force,,,Lockheed C-130B Hercules,60-0297,3600,155,155,0,"Shot down by enemy fire while attempting to evacuate Kham Ducivilians.  The aircraft shook  violently, crashed and burst into flames in a ravine at the end of the airstrip."
5/22/1968,16:51,"Vagar, Denmark",68.2094,14.4745,Los Angeles Airways,841,Anaheim - LAX,Sikorsky S-61L helicopter,N303Y,,23,23,0,The helicopter suddenly descended to the ground with an erratiaction of the main rotor blades and burst into flames. A faulty main rotor blade damper caused one of the rotor blades to detach for reasons undetermined and strike the fuselage.
6/18/1968,16:50,"Germiston, South Africa",-26.2178,28.1672,Rinaldo Piaggio,,,Piaggio PD-808,I-PIAI,503,6,6,0,The aircraft flew into the side of Mt. Jaiskibel after turned in the wrong direction.
6/22/1968,,"Huntington, West Virginia",38.4208,-82.4236,Military Soviet  Air Force - Aeroflot,,Kaunas - Ryazan / Moscow - Gomel,Antonov An-12 - Ilyshin IL-14,,,120,120,0,"Midair collision. Ninety-six killed on the An-12, 24 on the IL-14."
